category,api,time
system,NtClose,1729696818.294645
registry,NtOpenKey,1729696818.310645
registry,NtQueryKey,1729696818.325645
registry,NtOpenKeyEx,1729696818.341645
system,NtClose,1729696818.341645
registry,NtQueryValueKey,1729696818.357645
registry,NtQueryKey,1729696818.357645
registry,NtOpenKeyEx,1729696818.357645
registry,NtQueryKey,1729696818.388645
registry,NtOpenKeyEx,1729696818.388645
system,NtClose,1729696818.388645
registry,NtQueryValueKey,1729696818.419645
registry,NtQueryValueKey,1729696818.419645
registry,NtQueryValueKey,1729696818.435645
registry,NtQueryValueKey,1729696818.450645
registry,NtQueryValueKey,1729696818.450645
registry,NtQueryValueKey,1729696818.466645
registry,NtQueryValueKey,1729696818.482645
registry,NtQueryValueKey,1729696818.497645
registry,NtQueryValueKey,1729696818.544645
registry,NtQueryValueKey,1729696818.607645
registry,NtQueryValueKey,1729696818.638645
registry,NtQueryValueKey,1729696818.653645
registry,NtQueryValueKey,1729696818.669645
registry,NtQueryValueKey,1729696818.700645
registry,NtQueryValueKey,1729696818.716645
registry,NtQueryValueKey,1729696818.716645
registry,NtQueryValueKey,1729696818.778645
registry,NtQueryValueKey,1729696818.778645
registry,NtQueryValueKey,1729696818.810645
registry,NtQueryValueKey,1729696818.825645
registry,NtQueryKey,1729696818.825645
registry,NtOpenKeyEx,1729696818.841645
system,NtClose,1729696818.841645
process,NtOpenProcess,1729696818.857645
system,NtClose,1729696818.872645
registry,NtQueryKey,1729696818.888645
registry,NtOpenKeyEx,1729696818.888645
registry,NtQueryKey,1729696818.903645
registry,NtOpenKeyEx,1729696818.919645
system,NtClose,1729696818.919645
registry,NtQueryValueKey,1729696818.935645
system,NtClose,1729696818.935645
ole,CoUninitialize,1729696818.950645
synchronisation,GetSystemTimeAsFileTime,1729696818.950645
registry,NtQueryKey,1729696818.950645
registry,NtOpenKeyEx,1729696818.966645
registry,NtQueryKey,1729696818.982645
registry,NtOpenKeyEx,1729696818.997645
system,NtClose,1729696818.997645
registry,NtQueryValueKey,1729696818.997645
registry,NtQueryValueKey,1729696818.997645
registry,NtQueryValueKey,1729696819.013645
registry,NtQueryValueKey,1729696819.028645
registry,NtQueryValueKey,1729696819.044645
registry,NtQueryValueKey,1729696819.044645
registry,NtQueryValueKey,1729696819.060645
registry,NtQueryValueKey,1729696819.075645
registry,NtQueryValueKey,1729696819.091645
registry,NtQueryValueKey,1729696819.107645
registry,NtQueryValueKey,1729696819.107645
registry,NtQueryValueKey,1729696819.138645
registry,NtQueryValueKey,1729696819.153645
registry,NtQueryValueKey,1729696819.169645
registry,NtQueryValueKey,1729696819.169645
registry,NtQueryValueKey,1729696819.185645
registry,NtQueryValueKey,1729696819.185645
registry,NtQueryValueKey,1729696819.216645
registry,NtQueryValueKey,1729696819.232645
registry,NtQueryValueKey,1729696819.247645
registry,NtQueryKey,1729696819.263645
registry,NtOpenKeyEx,1729696819.278645
system,NtClose,1729696819.294645
ole,CoInitializeEx,1729696819.294645
system,LdrLoadDll,1729696819.294645
system,LdrGetProcedureAddress,1729696819.310645
synchronisation,GetSystemTimeAsFileTime,1729696819.388645
system,LdrLoadDll,1729696819.403645
system,LdrGetProcedureAddress,1729696819.403645
registry,NtQueryKey,1729696819.435645
registry,NtOpenKeyEx,1729696819.435645
registry,NtQueryValueKey,1729696819.435645
registry,NtQueryValueKey,1729696819.466645
system,NtClose,1729696819.482645
system,NtClose,1729696819.497645
ole,CoUninitialize,1729696819.497645
synchronisation,GetSystemTimeAsFileTime,1729696819.528645
system,LdrGetProcedureAddress,1729696819.528645
system,LdrGetProcedureAddress,1729696819.607645
registry,RegOpenKeyExW,1729696819.653645
system,LdrGetProcedureAddress,1729696819.685645
registry,NtQueryValueKey,1729696819.716645
system,LdrGetProcedureAddress,1729696819.778645
system,NtClose,1729696819.794645
registry,RegOpenKeyExW,1729696819.794645
registry,NtQueryValueKey,1729696819.794645
system,NtClose,1729696819.825645
system,LdrGetProcedureAddress,1729696819.825645
registry,NtQueryKey,1729696819.857645
registry,NtQueryKey,1729696819.857645
registry,NtQueryKey,1729696819.872645
registry,NtOpenKeyEx,1729696819.872645
registry,NtOpenKeyEx,1729696819.903645
registry,NtQueryKey,1729696819.919645
registry,NtQueryKey,1729696819.919645
registry,NtQueryKey,1729696819.935645
registry,NtOpenKeyEx,1729696819.950645
registry,NtOpenKeyEx,1729696819.950645
registry,NtQueryKey,1729696819.966645
registry,NtQueryKey,1729696819.982645
registry,NtQueryKey,1729696819.982645
registry,NtOpenKeyEx,1729696819.997645
registry,NtOpenKeyEx,1729696820.013645
registry,NtQueryKey,1729696820.044645
registry,NtQueryKey,1729696820.044645
registry,NtQueryKey,1729696820.075645
registry,NtOpenKeyEx,1729696820.075645
registry,NtOpenKeyEx,1729696820.091645
registry,NtQueryKey,1729696820.107645
registry,NtQueryKey,1729696820.107645
registry,NtQueryKey,1729696820.122645
registry,NtOpenKeyEx,1729696820.153645
registry,NtOpenKeyEx,1729696820.169645
registry,NtQueryKey,1729696820.185645
registry,NtOpenKeyEx,1729696820.185645
registry,NtQueryKey,1729696820.200645
registry,NtOpenKeyEx,1729696820.216645
registry,NtQueryKey,1729696820.216645
registry,NtOpenKeyEx,1729696820.247645
system,NtClose,1729696820.263645
system,NtClose,1729696820.263645
registry,NtQueryKey,1729696820.310645
registry,NtQueryKey,1729696820.325645
registry,NtQueryKey,1729696820.341645
registry,NtOpenKeyEx,1729696820.357645
registry,NtOpenKeyEx,1729696820.357645
registry,NtQueryKey,1729696820.372645
registry,NtQueryKey,1729696820.372645
registry,NtQueryKey,1729696820.388645
registry,NtOpenKeyEx,1729696820.419645
registry,NtOpenKeyEx,1729696820.419645
registry,NtQueryKey,1729696820.435645
registry,NtQueryKey,1729696820.450645
registry,NtQueryKey,1729696820.466645
registry,NtOpenKeyEx,1729696820.482645
registry,NtOpenKeyEx,1729696820.513645
registry,NtQueryKey,1729696820.528645
registry,NtQueryKey,1729696820.528645
registry,NtQueryKey,1729696820.622645
registry,NtOpenKeyEx,1729696820.638645
registry,NtOpenKeyEx,1729696820.638645
registry,NtQueryKey,1729696820.638645
registry,NtQueryKey,1729696820.669645
registry,NtQueryKey,1729696820.685645
registry,NtOpenKeyEx,1729696820.700645
registry,NtOpenKeyEx,1729696820.700645
registry,NtQueryKey,1729696820.716645
registry,NtQueryKey,1729696820.747645
system,NtClose,1729696820.763645
registry,NtOpenKeyEx,1729696820.810645
registry,NtQueryKey,1729696820.810645
registry,NtOpenKeyEx,1729696820.825645
registry,NtQueryKey,1729696820.857645
registry,NtQueryKey,1729696820.857645
system,NtClose,1729696820.857645
registry,NtOpenKeyEx,1729696820.919645
registry,NtQueryKey,1729696820.935645
registry,NtOpenKeyEx,1729696820.950645
system,NtClose,1729696820.950645
registry,NtQueryKey,1729696820.982645
registry,NtQueryKey,1729696820.982645
system,NtClose,1729696820.997645
registry,NtOpenKeyEx,1729696820.997645
registry,NtQueryKey,1729696821.013645
registry,NtOpenKeyEx,1729696821.028645
system,NtClose,1729696821.028645
registry,NtQueryKey,1729696821.060645
registry,NtQueryKey,1729696821.075645
system,NtClose,1729696821.091645
registry,NtOpenKeyEx,1729696821.091645
registry,NtQueryValueKey,1729696821.107645
registry,NtQueryKey,1729696821.138645
registry,NtQueryKey,1729696821.138645
system,NtClose,1729696821.153645
registry,NtOpenKeyEx,1729696821.185645
registry,NtQueryKey,1729696821.200645
registry,NtOpenKeyEx,1729696821.200645
registry,NtQueryKey,1729696821.216645
registry,NtQueryKey,1729696821.247645
system,NtClose,1729696821.247645
registry,NtOpenKeyEx,1729696821.263645
registry,NtQueryValueKey,1729696821.278645
registry,NtQueryKey,1729696821.341645
registry,NtQueryKey,1729696821.435645
system,NtClose,1729696821.466645
registry,NtOpenKeyEx,1729696821.497645
registry,NtQueryKey,1729696821.513645
registry,NtOpenKeyEx,1729696821.513645
registry,NtQueryKey,1729696821.528645
registry,NtQueryKey,1729696821.638645
system,NtClose,1729696821.669645
registry,NtOpenKeyEx,1729696821.669645
registry,NtQueryValueKey,1729696821.669645
system,NtClose,1729696821.669645
registry,NtQueryKey,1729696821.685645
registry,NtQueryKey,1729696821.700645
system,NtClose,1729696821.732645
registry,NtOpenKeyEx,1729696821.747645
registry,NtQueryKey,1729696821.763645
registry,NtOpenKeyEx,1729696821.763645
registry,NtQueryKey,1729696821.778645
registry,NtQueryKey,1729696821.778645
system,NtClose,1729696821.794645
process,NtAllocateVirtualMemory,1729696821.825645
registry,NtOpenKeyEx,1729696821.841645
registry,NtQueryKey,1729696821.841645
registry,NtOpenKeyEx,1729696821.857645
system,NtClose,1729696821.857645
system,LdrGetDllHandle,1729696821.857645
system,LdrGetDllHandle,1729696821.872645
registry,NtQueryKey,1729696821.872645
registry,NtQueryKey,1729696821.903645
system,NtClose,1729696821.903645
registry,NtOpenKeyEx,1729696821.919645
registry,NtQueryKey,1729696821.935645
registry,NtOpenKeyEx,1729696821.935645
registry,NtQueryKey,1729696821.935645
registry,NtQueryKey,1729696821.966645
system,NtClose,1729696821.966645
registry,NtOpenKeyEx,1729696821.982645
registry,NtQueryValueKey,1729696821.982645
system,NtClose,1729696821.997645
registry,NtQueryKey,1729696822.028645
registry,NtQueryKey,1729696822.044645
system,NtClose,1729696822.044645
registry,NtOpenKeyEx,1729696822.060645
registry,NtQueryValueKey,1729696822.060645
registry,NtQueryKey,1729696822.153645
registry,NtQueryKey,1729696822.169645
registry,NtQueryKey,1729696822.185645
registry,NtOpenKeyEx,1729696822.185645
registry,NtOpenKeyEx,1729696822.200645
registry,NtQueryKey,1729696822.216645
registry,NtQueryKey,1729696822.232645
registry,NtQueryKey,1729696822.247645
registry,NtOpenKeyEx,1729696822.263645
registry,NtOpenKeyEx,1729696822.263645
system,LdrGetProcedureAddress,1729696822.278645
process,CreateThread,1729696822.372645
process,NtAllocateVirtualMemory,1729696822.403645
system,LdrGetProcedureAddress,1729696822.403645
ole,CoInitializeEx,1729696822.403645
system,LdrGetProcedureAddress,1729696822.419645
system,NtClose,1729696822.435645
system,NtClose,1729696822.450645
system,LdrLoadDll,1729696822.450645
system,NtQuerySystemInformation,1729696822.450645
registry,NtQueryKey,1729696822.450645
registry,NtOpenKeyEx,1729696822.450645
registry,NtQueryValueKey,1729696822.450645
system,NtClose,1729696822.450645
process,NtAllocateVirtualMemory,1729696822.450645
registry,NtOpenKey,1729696822.450645
registry,NtQueryValueKey,1729696822.466645
system,NtClose,1729696822.466645
registry,NtOpenKey,1729696822.482645
registry,NtQueryValueKey,1729696822.482645
system,NtClose,1729696822.497645
registry,NtOpenKey,1729696822.497645
registry,NtQueryValueKey,1729696822.497645
system,NtClose,1729696822.528645
registry,NtQueryKey,1729696822.528645
registry,NtOpenKeyEx,1729696822.528645
system,GlobalMemoryStatusEx,1729696822.607645
registry,NtOpenKey,1729696822.622645
registry,NtQueryValueKey,1729696822.638645
registry,NtOpenKey,1729696822.638645
registry,NtQueryValueKey,1729696822.653645
system,NtClose,1729696822.669645
system,NtClose,1729696822.669645
process,NtAllocateVirtualMemory,1729696822.669645
system,NtDuplicateObject,1729696822.685645
process,NtAllocateVirtualMemory,1729696822.685645
process,NtAllocateVirtualMemory,1729696822.716645
registry,NtQueryKey,1729696822.716645
registry,NtOpenKeyEx,1729696822.747645
registry,NtQueryValueKey,1729696822.747645
system,NtClose,1729696822.747645
synchronisation,NtDelayExecution,1729696822.919645
synchronisation,NtDelayExecution,1729696823.060645
synchronisation,NtDelayExecution,1729696823.185645
synchronisation,NtDelayExecution,1729696823.294645
synchronisation,NtDelayExecution,1729696823.419645
synchronisation,NtDelayExecution,1729696823.528645
system,NtDuplicateObject,1729696823.528645
process,NtCreateThreadEx,1729696823.544645
system,NtDuplicateObject,1729696823.544645
process,NtResumeThread,1729696823.544645
process,NtAllocateVirtualMemory,1729696823.622645
system,LdrGetProcedureAddress,1729696823.653645
ole,CoUninitialize,1729696823.669645
system,LdrUnloadDll,1729696823.669645
system,NtClose,1729696823.685645
system,NtClose,1729696823.685645
system,NtClose,1729696823.685645
system,NtClose,1729696823.685645
system,NtClose,1729696823.700645
registry,NtQueryKey,1729696823.747645
registry,NtOpenKeyEx,1729696823.763645
registry,NtQueryKey,1729696823.763645
registry,NtOpenKeyEx,1729696823.778645
registry,NtQueryKey,1729696823.810645
registry,NtQueryKey,1729696823.810645
registry,NtQueryKey,1729696823.810645
registry,NtOpenKeyEx,1729696823.857645
registry,NtOpenKeyEx,1729696823.903645
registry,NtQueryKey,1729696823.919645
registry,NtQueryKey,1729696823.950645
system,NtClose,1729696823.950645
registry,NtOpenKeyEx,1729696823.997645
registry,NtQueryKey,1729696824.028645
registry,NtOpenKeyEx,1729696824.075645
registry,NtQueryKey,1729696824.091645
registry,NtQueryKey,1729696824.153645
system,NtClose,1729696824.169645
registry,NtOpenKeyEx,1729696824.200645
registry,NtQueryKey,1729696824.263645
registry,NtOpenKeyEx,1729696824.278645
system,NtClose,1729696824.278645
registry,NtQueryKey,1729696824.294645
registry,NtQueryKey,1729696824.310645
system,NtClose,1729696824.388645
registry,NtOpenKeyEx,1729696824.403645
registry,NtQueryKey,1729696824.419645
registry,NtOpenKeyEx,1729696824.450645
system,NtClose,1729696824.466645
registry,NtQueryKey,1729696824.482645
registry,NtQueryKey,1729696824.482645
system,NtClose,1729696824.482645
registry,NtOpenKeyEx,1729696824.497645
registry,NtQueryKey,1729696824.513645
registry,NtOpenKeyEx,1729696824.513645
registry,NtQueryKey,1729696824.528645
registry,NtQueryKey,1729696824.560645
system,NtClose,1729696824.560645
registry,NtOpenKeyEx,1729696824.560645
registry,NtQueryKey,1729696824.575645
registry,NtOpenKeyEx,1729696824.638645
registry,NtQueryKey,1729696824.653645
registry,NtQueryKey,1729696824.669645
system,NtClose,1729696824.685645
registry,NtOpenKeyEx,1729696824.716645
registry,NtQueryKey,1729696824.763645
registry,NtOpenKeyEx,1729696824.778645
system,NtClose,1729696824.778645
system,NtClose,1729696824.794645
registry,NtQueryKey,1729696824.810645
registry,NtQueryKey,1729696824.825645
system,NtClose,1729696824.825645
registry,NtOpenKeyEx,1729696824.841645
registry,NtQueryKey,1729696824.841645
registry,NtOpenKeyEx,1729696824.857645
registry,NtQueryKey,1729696824.857645
registry,NtQueryKey,1729696824.888645
system,NtClose,1729696824.903645
registry,NtOpenKeyEx,1729696824.903645
registry,NtQueryValueKey,1729696824.919645
system,NtClose,1729696824.935645
registry,NtQueryKey,1729696824.950645
registry,NtQueryKey,1729696824.982645
system,NtClose,1729696824.982645
registry,NtOpenKeyEx,1729696825.013645
registry,NtQueryKey,1729696825.028645
registry,NtOpenKeyEx,1729696825.028645
process,NtAllocateVirtualMemory,1729696825.044645
registry,NtQueryKey,1729696825.107645
registry,NtOpenKeyEx,1729696825.122645
registry,NtQueryValueKey,1729696825.122645
system,NtClose,1729696825.153645
registry,NtQueryKey,1729696825.169645
registry,NtOpenKeyEx,1729696825.185645
registry,NtQueryKey,1729696825.200645
registry,NtOpenKeyEx,1729696825.232645
registry,NtQueryKey,1729696825.232645
registry,NtOpenKeyEx,1729696825.232645
registry,NtQueryKey,1729696825.247645
registry,NtOpenKeyEx,1729696825.263645
registry,NtQueryKey,1729696825.278645
registry,NtOpenKeyEx,1729696825.278645
registry,NtQueryKey,1729696825.310645
registry,NtOpenKeyEx,1729696825.310645
registry,NtQueryKey,1729696825.325645
registry,NtOpenKeyEx,1729696825.341645
registry,NtQueryKey,1729696825.341645
registry,NtOpenKeyEx,1729696825.357645
system,LdrGetProcedureAddress,1729696825.372645
ole,CoCreateInstance,1729696832.575645
registry,RegOpenKeyExW,1729696832.607645
registry,RegOpenKeyExW,1729696832.638645
registry,RegQueryValueExW,1729696832.685645
registry,RegOpenKeyExW,1729696832.700645
registry,RegQueryValueExW,1729696832.747645
registry,RegOpenKeyExW,1729696832.794645
registry,RegQueryValueExW,1729696832.825645
registry,RegOpenKeyExW,1729696832.872645
registry,RegQueryValueExW,1729696832.888645
registry,RegQueryValueExW,1729696833.013645
registry,RegQueryValueExW,1729696833.028645
registry,RegQueryValueExW,1729696833.044645
registry,RegQueryValueExW,1729696833.060645
registry,RegOpenKeyExW,1729696833.107645
process,NtAllocateVirtualMemory,1729696833.122645
registry,RegOpenKeyExW,1729696833.122645
registry,NtQueryValueKey,1729696833.169645
registry,NtQueryValueKey,1729696833.169645
system,NtClose,1729696833.185645
registry,RegOpenKeyExW,1729696833.200645
registry,RegOpenKeyExW,1729696833.278645
registry,RegOpenKeyExW,1729696833.325645
registry,RegQueryValueExW,1729696833.341645
system,NtClose,1729696833.341645
registry,RegOpenKeyExW,1729696833.372645
registry,RegQueryValueExW,1729696833.403645
system,NtClose,1729696833.419645
process,NtProtectVirtualMemory,1729696833.435645
synchronisation,GetSystemTimeAsFileTime,1729696833.794645
system,LdrLoadDll,1729696833.810645
system,LdrGetProcedureAddress,1729696833.825645
process,NtProtectVirtualMemory,1729696833.841645
misc,GetUserNameExW,1729696833.857645
process,NtCreateSection,1729696833.872645
process,NtMapViewOfSection,1729696833.888645
registry,RegOpenKeyExW,1729696833.903645
registry,RegQueryValueExW,1729696833.935645
system,NtClose,1729696833.935645
registry,RegOpenKeyExW,1729696833.950645
registry,RegOpenKeyExW,1729696833.966645
system,NtClose,1729696833.966645
registry,RegOpenKeyExW,1729696833.997645
system,NtClose,1729696834.013645
registry,RegOpenKeyExW,1729696834.028645
system,NtClose,1729696834.044645
registry,RegOpenKeyExW,1729696834.060645
system,NtClose,1729696834.060645
registry,RegOpenKeyExW,1729696834.075645
system,NtClose,1729696834.091645
system,NtClose,1729696834.107645
process,NtAllocateVirtualMemory,1729696834.122645
registry,NtQueryKey,1729696834.138645
registry,NtOpenKeyEx,1729696834.153645
registry,NtQueryKey,1729696834.169645
registry,NtOpenKeyEx,1729696834.185645
registry,NtQueryKey,1729696834.200645
registry,NtOpenKeyEx,1729696834.232645
registry,NtQueryKey,1729696834.247645
registry,NtOpenKeyEx,1729696834.263645
registry,NtQueryKey,1729696834.341645
registry,NtOpenKeyEx,1729696834.357645
registry,NtQueryKey,1729696834.372645
registry,NtOpenKeyEx,1729696834.388645
registry,NtEnumerateKey,1729696834.435645
synchronisation,NtCreateMutant,1729696834.450645
registry,NtQueryKey,1729696834.450645
registry,NtOpenKeyEx,1729696834.482645
registry,NtQueryKey,1729696834.497645
registry,NtOpenKeyEx,1729696834.497645
registry,NtQueryKey,1729696834.513645
registry,NtOpenKeyEx,1729696834.528645
registry,NtQueryKey,1729696834.622645
registry,NtOpenKeyEx,1729696834.653645
registry,NtQueryKey,1729696834.669645
registry,NtOpenKeyEx,1729696834.700645
registry,NtQueryValueKey,1729696834.716645
system,NtClose,1729696834.732645
system,NtClose,1729696834.763645
registry,NtEnumerateKey,1729696834.778645
registry,NtQueryKey,1729696834.825645
registry,NtOpenKeyEx,1729696834.841645
registry,NtQueryKey,1729696834.872645
registry,NtOpenKeyEx,1729696834.872645
registry,NtQueryKey,1729696834.903645
registry,NtOpenKeyEx,1729696834.919645
registry,NtQueryKey,1729696834.919645
registry,NtOpenKeyEx,1729696834.935645
registry,NtQueryKey,1729696834.935645
registry,NtOpenKeyEx,1729696834.950645
registry,NtQueryValueKey,1729696834.950645
registry,NtQueryKey,1729696834.950645
registry,NtOpenKeyEx,1729696834.950645
registry,NtSetValueKey,1729696834.950645
registry,NtSetValueKey,1729696834.950645
registry,NtSetValueKey,1729696834.950645
registry,NtSetValueKey,1729696834.950645
system,NtClose,1729696834.950645
system,NtClose,1729696834.950645
system,NtClose,1729696834.950645
registry,NtEnumerateKey,1729696834.982645
registry,NtQueryKey,1729696834.982645
registry,NtOpenKeyEx,1729696834.997645
registry,NtQueryKey,1729696835.013645
registry,NtOpenKeyEx,1729696835.044645
registry,NtQueryKey,1729696835.044645
registry,NtOpenKeyEx,1729696835.075645
registry,NtQueryKey,1729696835.091645
registry,NtOpenKeyEx,1729696835.138645
registry,NtQueryKey,1729696835.153645
registry,NtOpenKeyEx,1729696835.169645
registry,NtQueryValueKey,1729696835.200645
system,NtClose,1729696835.200645
system,NtClose,1729696835.200645
registry,NtEnumerateKey,1729696835.232645
registry,NtQueryKey,1729696835.263645
registry,NtOpenKeyEx,1729696835.263645
registry,NtQueryKey,1729696835.294645
registry,NtOpenKeyEx,1729696835.294645
registry,NtQueryKey,1729696835.341645
registry,NtOpenKeyEx,1729696835.372645
registry,NtQueryKey,1729696835.372645
registry,NtOpenKeyEx,1729696835.403645
registry,NtQueryKey,1729696835.435645
registry,NtOpenKeyEx,1729696835.450645
registry,NtQueryValueKey,1729696835.466645
system,NtClose,1729696835.482645
system,NtClose,1729696835.497645
registry,NtEnumerateKey,1729696835.497645
registry,NtQueryKey,1729696835.528645
registry,NtOpenKeyEx,1729696835.638645
registry,NtQueryKey,1729696835.638645
registry,NtOpenKeyEx,1729696835.685645
registry,NtQueryKey,1729696835.685645
registry,NtOpenKeyEx,1729696835.700645
registry,NtQueryKey,1729696835.716645
registry,NtOpenKeyEx,1729696835.763645
registry,NtQueryKey,1729696835.778645
registry,NtOpenKeyEx,1729696835.794645
registry,NtQueryValueKey,1729696835.794645
system,NtClose,1729696835.810645
system,NtClose,1729696835.825645
registry,NtEnumerateKey,1729696835.841645
system,NtClose,1729696835.857645
registry,NtQueryKey,1729696835.872645
registry,NtOpenKeyEx,1729696835.872645
registry,NtQueryKey,1729696835.903645
registry,NtOpenKeyEx,1729696835.919645
registry,NtQueryKey,1729696835.919645
registry,NtOpenKeyEx,1729696835.919645
registry,NtQueryKey,1729696835.935645
registry,NtOpenKeyEx,1729696835.966645
registry,NtQueryKey,1729696835.966645
registry,NtOpenKeyEx,1729696835.966645
registry,NtQueryKey,1729696835.997645
registry,NtOpenKeyEx,1729696836.028645
registry,NtEnumerateKey,1729696836.044645
synchronisation,NtCreateMutant,1729696836.060645
registry,NtQueryKey,1729696836.091645
registry,NtOpenKeyEx,1729696836.091645
registry,NtQueryKey,1729696836.107645
registry,NtOpenKeyEx,1729696836.122645
registry,NtQueryKey,1729696836.138645
registry,NtOpenKeyEx,1729696836.138645
registry,NtQueryKey,1729696836.138645
registry,NtOpenKeyEx,1729696836.153645
registry,NtQueryKey,1729696836.185645
registry,NtOpenKeyEx,1729696836.185645
registry,NtQueryValueKey,1729696836.216645
system,NtClose,1729696836.232645
system,NtClose,1729696836.247645
registry,NtEnumerateKey,1729696836.263645
registry,NtQueryKey,1729696836.263645
registry,NtOpenKeyEx,1729696836.278645
registry,NtQueryKey,1729696836.278645
registry,NtOpenKeyEx,1729696836.294645
registry,NtQueryKey,1729696836.310645
registry,NtOpenKeyEx,1729696836.325645
registry,NtQueryKey,1729696836.341645
registry,NtOpenKeyEx,1729696836.357645
registry,NtQueryKey,1729696836.372645
registry,NtOpenKeyEx,1729696836.388645
registry,NtQueryValueKey,1729696836.388645
process,NtAllocateVirtualMemory,1729696836.403645
registry,NtQueryKey,1729696836.435645
registry,NtOpenKeyEx,1729696836.435645
registry,NtSetValueKey,1729696836.466645
registry,NtSetValueKey,1729696836.466645
registry,NtSetValueKey,1729696836.482645
registry,NtSetValueKey,1729696836.513645
system,NtClose,1729696836.513645
system,NtClose,1729696836.528645
system,NtClose,1729696836.528645
registry,NtEnumerateKey,1729696836.622645
registry,NtQueryKey,1729696836.638645
registry,NtOpenKeyEx,1729696836.638645
registry,NtQueryKey,1729696836.669645
registry,NtOpenKeyEx,1729696836.685645
registry,NtQueryKey,1729696836.685645
registry,NtOpenKeyEx,1729696836.700645
registry,NtQueryKey,1729696836.716645
registry,NtOpenKeyEx,1729696836.747645
registry,NtQueryKey,1729696836.747645
registry,NtOpenKeyEx,1729696836.747645
registry,NtQueryValueKey,1729696836.778645
system,NtClose,1729696836.778645
system,NtClose,1729696836.794645
registry,NtEnumerateKey,1729696836.794645
registry,NtQueryKey,1729696836.825645
registry,NtOpenKeyEx,1729696836.841645
registry,NtQueryKey,1729696836.857645
registry,NtOpenKeyEx,1729696836.872645
registry,NtQueryKey,1729696836.888645
registry,NtOpenKeyEx,1729696836.903645
registry,NtQueryKey,1729696836.919645
registry,NtOpenKeyEx,1729696836.935645
registry,NtQueryKey,1729696836.935645
registry,NtOpenKeyEx,1729696836.950645
registry,NtQueryValueKey,1729696836.966645
system,NtClose,1729696836.966645
system,NtClose,1729696836.982645
registry,NtEnumerateKey,1729696837.044645
registry,NtQueryKey,1729696837.075645
registry,NtOpenKeyEx,1729696837.075645
registry,NtQueryKey,1729696837.091645
registry,NtOpenKeyEx,1729696837.107645
registry,NtQueryKey,1729696837.153645
registry,NtOpenKeyEx,1729696837.169645
registry,NtQueryKey,1729696837.185645
registry,NtOpenKeyEx,1729696837.200645
registry,NtQueryKey,1729696837.216645
registry,NtOpenKeyEx,1729696837.247645
registry,NtQueryValueKey,1729696837.247645
system,NtClose,1729696837.263645
system,NtClose,1729696837.263645
registry,NtEnumerateKey,1729696837.294645
system,NtClose,1729696837.294645
system,LdrLoadDll,1729696837.325645
system,LdrGetProcedureAddress,1729696837.341645
registry,RegOpenKeyExW,1729696837.372645
registry,RegQueryValueExW,1729696837.388645
registry,RegQueryValueExW,1729696837.419645
registry,RegQueryValueExW,1729696837.450645
registry,RegQueryValueExW,1729696837.497645
process,NtProtectVirtualMemory,1729696837.497645
system,LdrLoadDll,1729696837.513645
system,LdrGetProcedureAddress,1729696837.528645
process,NtProtectVirtualMemory,1729696837.622645
misc,SHGetFolderPathW,1729696838.263645
misc,SHGetFolderPathW,1729696839.028645
system,SetErrorMode,1729696839.060645
file,GetFileAttributesW,1729696839.200645
file,NtOpenFile,1729696839.232645
file,NtQueryDirectoryFile,1729696839.325645
system,NtClose,1729696839.388645
file,NtOpenFile,1729696839.482645
file,NtQueryDirectoryFile,1729696839.622645
system,NtClose,1729696839.638645
file,NtOpenFile,1729696839.716645
file,NtQueryDirectoryFile,1729696839.810645
system,NtClose,1729696839.810645
file,NtOpenFile,1729696839.919645
file,NtQueryDirectoryFile,1729696840.060645
system,NtClose,1729696840.091645
file,NtOpenFile,1729696840.247645
file,NtQueryDirectoryFile,1729696840.528645
system,NtClose,1729696840.700645
system,SetErrorMode,1729696840.700645
process,NtAllocateVirtualMemory,1729696841.966645
file,GetFileAttributesW,1729696842.357645
file,GetFileAttributesW,1729696842.763645
file,GetFileAttributesW,1729696842.903645
file,GetFileAttributesW,1729696842.982645
file,GetFileAttributesW,1729696843.060645
file,GetFileAttributesW,1729696843.107645
file,NtCreateFile,1729696843.325645
system,LdrGetDllHandle,1729696843.341645
system,LdrGetProcedureAddress,1729696843.341645
system,LdrGetProcedureAddress,1729696843.388645
process,NtProtectVirtualMemory,1729696843.419645
system,LdrLoadDll,1729696843.482645
system,LdrGetProcedureAddress,1729696843.497645
process,NtProtectVirtualMemory,1729696843.528645
system,NtClose,1729696843.607645
system,SetErrorMode,1729696843.622645
file,GetFileAttributesW,1729696843.778645
system,SetErrorMode,1729696843.825645
system,SetErrorMode,1729696843.825645
file,GetFileAttributesW,1729696844.044645
system,SetErrorMode,1729696844.060645
system,SetErrorMode,1729696844.060645
file,GetFileAttributesW,1729696844.341645
system,SetErrorMode,1729696844.357645
process,NtProtectVirtualMemory,1729696844.372645
system,LdrLoadDll,1729696844.372645
system,LdrGetProcedureAddress,1729696844.388645
process,NtProtectVirtualMemory,1729696844.403645
registry,RegOpenKeyExW,1729696844.450645
registry,NtQueryValueKey,1729696844.482645
registry,NtQueryValueKey,1729696844.513645
system,NtClose,1729696844.528645
registry,NtQueryKey,1729696844.528645
registry,NtOpenKeyEx,1729696844.591645
registry,NtQueryValueKey,1729696844.607645
registry,NtQueryKey,1729696844.622645
registry,NtOpenKeyEx,1729696844.653645
registry,NtQueryValueKey,1729696844.653645
system,NtClose,1729696844.653645
